title,speaker,href,date,year,month,conference,word_count
Out of the Darkness,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/04/out-of-the-darkness?lang=eng,1971-04-01,1971,4,1971-04,1235
The Iron Rod,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-iron-rod?lang=eng,1971-04-01,1971,4,1971-04,3427
Eternal Joy Is Eternal Growth,Joseph Anderson,https://www.churchofjesuschrist.org/study/general-conference/1971/04/eternal-joy-is-eternal-growth?lang=eng,1971-04-01,1971,4,1971-04,1884
The Lord’s People Receive Revelation,Bruce R. McConkie,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-lords-people-receive-revelation?lang=eng,1971-04-01,1971,4,1971-04,1729
Ignorance Is Expensive,Hartman Rector Jr.,https://www.churchofjesuschrist.org/study/general-conference/1971/04/ignorance-is-expensive?lang=eng,1971-04-01,1971,4,1971-04,1696
Drink of the Pure Water,Loren C. Dunn,https://www.churchofjesuschrist.org/study/general-conference/1971/04/drink-of-the-pure-water?lang=eng,1971-04-01,1971,4,1971-04,1894
Kingdom of God,Theodore M. Burton,https://www.churchofjesuschrist.org/study/general-conference/1971/04/kingdom-of-god?lang=eng,1971-04-01,1971,4,1971-04,2034
Love of God,Bernard P. Brockbank,https://www.churchofjesuschrist.org/study/general-conference/1971/04/love-of-god?lang=eng,1971-04-01,1971,4,1971-04,1768
Statistical Report 1970,Joseph Anderson,https://www.churchofjesuschrist.org/study/general-conference/1971/04/statistical-report-1970?lang=eng,1971-04-01,1971,4,1971-04,366
Statistical Report 1970,Joseph Anderson,https://www.churchofjesuschrist.org/study/general-conference/1971/04/statistical-report-1970?lang=eng,1971-04-01,1971,4,1971-04,366
Audit Report,Wilford G. Edling,https://www.churchofjesuschrist.org/study/general-conference/1971/04/audit-report?lang=eng,1971-04-01,1971,4,1971-04,319
“The Spirit Beareth Record”,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-spirit-beareth-record?lang=eng,1971-04-01,1971,4,1971-04,1565
Ye Shall Not Fear,Alvin R. Dyer,https://www.churchofjesuschrist.org/study/general-conference/1971/04/ye-shall-not-fear?lang=eng,1971-04-01,1971,4,1971-04,1388
Practicing What We Preach,Marion D. Hanks,https://www.churchofjesuschrist.org/study/general-conference/1971/04/practicing-what-we-preach?lang=eng,1971-04-01,1971,4,1971-04,2209
Marriage Is Intended to Be Forever,James A. Cullimore,https://www.churchofjesuschrist.org/study/general-conference/1971/04/marriage-is-intended-to-be-forever?lang=eng,1971-04-01,1971,4,1971-04,1887
Lost Battalions,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1971/04/lost-battalions?lang=eng,1971-04-01,1971,4,1971-04,2418
In the Mountain of the Lord’s House,LeGrand Richards,https://www.churchofjesuschrist.org/study/general-conference/1971/04/in-the-mountain-of-the-lords-house?lang=eng,1971-04-01,1971,4,1971-04,2728
In the Mountain of the Lord’s House,LeGrand Richards,https://www.churchofjesuschrist.org/study/general-conference/1971/04/in-the-mountain-of-the-lords-house?lang=eng,1971-04-01,1971,4,1971-04,2728
All May Share in Adam’s Blessing,Eldred G. Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/04/all-may-share-in-adams-blessing?lang=eng,1971-04-01,1971,4,1971-04,1243
Young People—Learn Wisdom in Thy Youth,Paul H. Dunn,https://www.churchofjesuschrist.org/study/general-conference/1971/04/young-people-learn-wisdom-in-thy-youth?lang=eng,1971-04-01,1971,4,1971-04,2427
Honesty and Integrity,Delbert L. Stapley,https://www.churchofjesuschrist.org/study/general-conference/1971/04/honesty-and-integrity?lang=eng,1971-04-01,1971,4,1971-04,1867
Help Needed in the Shaded Areas,William H. Bennett,https://www.churchofjesuschrist.org/study/general-conference/1971/04/help-needed-in-the-shaded-areas?lang=eng,1971-04-01,1971,4,1971-04,1711
Man Cannot Endure on Borrowed Light,Henry D. Taylor,https://www.churchofjesuschrist.org/study/general-conference/1971/04/man-cannot-endure-on-borrowed-light?lang=eng,1971-04-01,1971,4,1971-04,1279
A Witness and a Blessing,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/04/a-witness-and-a-blessing?lang=eng,1971-04-01,1971,4,1971-04,627
The Iron Rod,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-iron-rod?lang=eng,1971-04-01,1971,4,1971-04,3427
Where Are You Really Going?,Richard L. Evans,https://www.churchofjesuschrist.org/study/general-conference/1971/04/where-are-you-really-going?lang=eng,1971-04-01,1971,4,1971-04,1787
Sustaining of Church Authorities and Officers,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1971/04/sustaining-of-church-authorities-and-officers?lang=eng,1971-04-01,1971,4,1971-04,554
The Message of the Restoration,A. Theodore Tuttle,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-message-of-the-restoration?lang=eng,1971-04-01,1971,4,1971-04,1757
“Except the Lord Build the House …”,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1971/04/except-the-lord-build-the-house?lang=eng,1971-04-01,1971,4,1971-04,1930
"Voices of the Past, of the Present, of the Future",Spencer W. Kimball,https://www.churchofjesuschrist.org/study/general-conference/1971/04/voices-of-the-past-of-the-present-of-the-future?lang=eng,1971-04-01,1971,4,1971-04,2631
Love of the Right,Marvin J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1971/04/love-of-the-right?lang=eng,1971-04-01,1971,4,1971-04,2473
Life Is Eternal,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1971/04/life-is-eternal?lang=eng,1971-04-01,1971,4,1971-04,2596
Satan—The Great Deceiver,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1971/04/satan-the-great-deceiver?lang=eng,1971-04-01,1971,4,1971-04,2257
Satan—The Great Deceiver,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1971/04/satan-the-great-deceiver?lang=eng,1971-04-01,1971,4,1971-04,2257
Be Slow to Anger,ElRay L. Christiansen,https://www.churchofjesuschrist.org/study/general-conference/1971/04/be-slow-to-anger?lang=eng,1971-04-01,1971,4,1971-04,1257
“When Thou Art Converted”,S. Dilworth Young,https://www.churchofjesuschrist.org/study/general-conference/1971/04/when-thou-art-converted?lang=eng,1971-04-01,1971,4,1971-04,1502
“Thou Shalt Not Commit Adultery”,Milton R. Hunter,https://www.churchofjesuschrist.org/study/general-conference/1971/04/thou-shalt-not-commit-adultery?lang=eng,1971-04-01,1971,4,1971-04,1659
Great Experiences,Sterling W. Sill,https://www.churchofjesuschrist.org/study/general-conference/1971/04/great-experiences?lang=eng,1971-04-01,1971,4,1971-04,1893
The Law of Abundance,Franklin D. Richards,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-law-of-abundance?lang=eng,1971-04-01,1971,4,1971-04,1802
Warnings from the Past,Mark E. Petersen,https://www.churchofjesuschrist.org/study/general-conference/1971/04/warnings-from-the-past?lang=eng,1971-04-01,1971,4,1971-04,2131
Out of the Darkness,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/04/out-of-the-darkness?lang=eng,1971-04-01,1971,4,1971-04,1235
Our Responsibilities as Priesthood Holders,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/04/our-responsibilities-as-priesthood-holders?lang=eng,1971-04-01,1971,4,1971-04,960
Prepare Every Needful Thing,Howard W. Hunter,https://www.churchofjesuschrist.org/study/general-conference/1971/04/prepare-every-needful-thing?lang=eng,1971-04-01,1971,4,1971-04,1721
“Teach One Another”,David B. Haight,https://www.churchofjesuschrist.org/study/general-conference/1971/04/teach-one-another?lang=eng,1971-04-01,1971,4,1971-04,1425
The Meaning of Morality,Victor L. Brown,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-meaning-of-morality?lang=eng,1971-04-01,1971,4,1971-04,2323
Unchanging Principles of Leadership,Wendell J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1971/04/unchanging-principles-of-leadership?lang=eng,1971-04-01,1971,4,1971-04,1272
Search for the Wanderers,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1971/04/search-for-the-wanderers?lang=eng,1971-04-01,1971,4,1971-04,1892
Today’s Young People,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1971/04/todays-young-people?lang=eng,1971-04-01,1971,4,1971-04,922
“Choose You This Day”,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1971/04/choose-you-this-day?lang=eng,1971-04-01,1971,4,1971-04,2984
“Choose You This Day”,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1971/04/choose-you-this-day?lang=eng,1971-04-01,1971,4,1971-04,2984
My Brother’s Keeper,John H. Vandenberg,https://www.churchofjesuschrist.org/study/general-conference/1971/04/my-brothers-keeper?lang=eng,1971-04-01,1971,4,1971-04,2677
Our Responsibilities as Priesthood Holders,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/04/our-responsibilities-as-priesthood-holders?lang=eng,1971-04-01,1971,4,1971-04,960
The Things That Matter Most,A. Theodore Tuttle,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-things-that-matter-most?lang=eng,1971-10-01,1971,10,1971-10,1455
Strive for Excellence,Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/1971/10/strive-for-excellence?lang=eng,1971-10-01,1971,10,1971-10,839
A New Health Missionary Program,James O. Mason,https://www.churchofjesuschrist.org/study/general-conference/1971/10/a-new-health-missionary-program?lang=eng,1971-10-01,1971,10,1971-10,1321
Love Unconditional,Marion D. Hanks,https://www.churchofjesuschrist.org/study/general-conference/1971/10/love-unconditional?lang=eng,1971-10-01,1971,10,1971-10,2180
“Strengthen Thy Brethren”,Robert L. Simpson,https://www.churchofjesuschrist.org/study/general-conference/1971/10/strengthen-thy-brethren?lang=eng,1971-10-01,1971,10,1971-10,1736
Thou Shalt Not,Sterling W. Sill,https://www.churchofjesuschrist.org/study/general-conference/1971/10/thou-shalt-not?lang=eng,1971-10-01,1971,10,1971-10,1773
Blessings of the Priesthood,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/10/blessings-of-the-priesthood?lang=eng,1971-10-01,1971,10,1971-10,760
Blessings of the Priesthood,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/10/blessings-of-the-priesthood?lang=eng,1971-10-01,1971,10,1971-10,760
Our Responsibility: To Save the World,Delbert L. Stapley,https://www.churchofjesuschrist.org/study/general-conference/1971/10/our-responsibility-to-save-the-world?lang=eng,1971-10-01,1971,10,1971-10,2365
Continuity of Service,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1971/10/continuity-of-service?lang=eng,1971-10-01,1971,10,1971-10,2044
You Can Get There from Here,Marvin J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1971/10/you-can-get-there-from-here?lang=eng,1971-10-01,1971,10,1971-10,2022
Responsibilities of the Priesthood,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1971/10/responsibilities-of-the-priesthood?lang=eng,1971-10-01,1971,10,1971-10,1473
“If Ye Be Willing and Obedient”,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1971/10/if-ye-be-willing-and-obedient?lang=eng,1971-10-01,1971,10,1971-10,2234
“Turn Heavenward Our Eyes”,John H. Vandenberg,https://www.churchofjesuschrist.org/study/general-conference/1971/10/turn-heavenward-our-eyes?lang=eng,1971-10-01,1971,10,1971-10,2679
What Is a Teacher?,Paul H. Dunn,https://www.churchofjesuschrist.org/study/general-conference/1971/10/what-is-a-teacher?lang=eng,1971-10-01,1971,10,1971-10,1964
The Nobility of Man in Choosing Good over Evil,Alvin R. Dyer,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-nobility-of-man-in-choosing-good-over-evil?lang=eng,1971-10-01,1971,10,1971-10,1904
Glimpses of Heaven,Spencer W. Kimball,https://www.churchofjesuschrist.org/study/general-conference/1971/10/glimpses-of-heaven?lang=eng,1971-10-01,1971,10,1971-10,2268
“If Ye Be Willing and Obedient”,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1971/10/if-ye-be-willing-and-obedient?lang=eng,1971-10-01,1971,10,1971-10,2234
The Living Christ,Joseph Anderson,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-living-christ?lang=eng,1971-10-01,1971,10,1971-10,2087
How to Worship,Bruce R. McConkie,https://www.churchofjesuschrist.org/study/general-conference/1971/10/how-to-worship?lang=eng,1971-10-01,1971,10,1971-10,1729
With Hand and Heart,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1971/10/with-hand-and-heart?lang=eng,1971-10-01,1971,10,1971-10,1944
This Same Jesus,Hugh B. Brown,https://www.churchofjesuschrist.org/study/general-conference/1971/10/this-same-jesus?lang=eng,1971-10-01,1971,10,1971-10,1579
Let the Spirit of Oneness Prevail,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/10/let-the-spirit-of-oneness-prevail?lang=eng,1971-10-01,1971,10,1971-10,589
“Where Art Thou?”,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1971/10/where-art-thou?lang=eng,1971-10-01,1971,10,1971-10,3159
"“I Was in Prison, and Ye Came unto Me”",Victor L. Brown,https://www.churchofjesuschrist.org/study/general-conference/1971/10/i-was-in-prison-and-ye-came-unto-me?lang=eng,1971-10-01,1971,10,1971-10,1371
“Where Art Thou?”,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1971/10/where-art-thou?lang=eng,1971-10-01,1971,10,1971-10,3159
Laying a Foundation for the Millennium,LeGrand Richards,https://www.churchofjesuschrist.org/study/general-conference/1971/10/laying-a-foundation-for-the-millennium?lang=eng,1971-10-01,1971,10,1971-10,2963
“I Know That My Redeemer Liveth”,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/10/i-know-that-my-redeemer-liveth?lang=eng,1971-10-01,1971,10,1971-10,1287
“I Know That My Redeemer Liveth”,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/10/i-know-that-my-redeemer-liveth?lang=eng,1971-10-01,1971,10,1971-10,1287
The Only True and Living Church,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-only-true-and-living-church?lang=eng,1971-10-01,1971,10,1971-10,1871
A Time of Testing,Henry D. Taylor,https://www.churchofjesuschrist.org/study/general-conference/1971/10/a-time-of-testing?lang=eng,1971-10-01,1971,10,1971-10,1218
Decisions,Eldred G. Smith,https://www.churchofjesuschrist.org/study/general-conference/1971/10/decisions?lang=eng,1971-10-01,1971,10,1971-10,1337
“This Is My Beloved Son”,Loren C. Dunn,https://www.churchofjesuschrist.org/study/general-conference/1971/10/this-is-my-beloved-son?lang=eng,1971-10-01,1971,10,1971-10,2004
The Purpose of Life: To Be Proved,Franklin D. Richards,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-purpose-of-life-to-be-proved?lang=eng,1971-10-01,1971,10,1971-10,1737
Satan’s Thrust—Youth,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1971/10/satans-thrust-youth?lang=eng,1971-10-01,1971,10,1971-10,2935
Should the Commandments Be Rewritten?,Richard L. Evans,https://www.churchofjesuschrist.org/study/general-conference/1971/10/should-the-commandments-be-rewritten?lang=eng,1971-10-01,1971,10,1971-10,1863
Should the Commandments Be Rewritten?,Richard L. Evans,https://www.churchofjesuschrist.org/study/general-conference/1971/10/should-the-commandments-be-rewritten?lang=eng,1971-10-01,1971,10,1971-10,1863
The Sifting,ElRay L. Christiansen,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-sifting?lang=eng,1971-10-01,1971,10,1971-10,1300
The Ten Commandments,Bernard P. Brockbank,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-ten-commandments?lang=eng,1971-10-01,1971,10,1971-10,1851
Confession and Forsaking: Elements of Genuine Repentance,James A. Cullimore,https://www.churchofjesuschrist.org/study/general-conference/1971/10/confession-and-forsaking-elements-of-genuine-repentance?lang=eng,1971-10-01,1971,10,1971-10,2007
Sacrifice Still Brings Forth Blessings,Hartman Rector Jr.,https://www.churchofjesuschrist.org/study/general-conference/1971/10/sacrifice-still-brings-forth-blessings?lang=eng,1971-10-01,1971,10,1971-10,1706
"“By Love, Serve One Another”",S. Dilworth Young,https://www.churchofjesuschrist.org/study/general-conference/1971/10/by-love-serve-one-another?lang=eng,1971-10-01,1971,10,1971-10,1597
The Vitality of Love,Milton R. Hunter,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-vitality-of-love?lang=eng,1971-10-01,1971,10,1971-10,1549
Elijah the Prophet,Howard W. Hunter,https://www.churchofjesuschrist.org/study/general-conference/1971/10/elijah-the-prophet?lang=eng,1971-10-01,1971,10,1971-10,2149
"“Watch, That Ye May Be Ready”",Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1971/10/watch-that-ye-may-be-ready?lang=eng,1971-10-01,1971,10,1971-10,3322
"“Watch, That Ye May Be Ready”",Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1971/10/watch-that-ye-may-be-ready?lang=eng,1971-10-01,1971,10,1971-10,3322
"Honesty, a Principle of Salvation",Mark E. Petersen,https://www.churchofjesuschrist.org/study/general-conference/1971/10/honesty-a-principle-of-salvation?lang=eng,1971-10-01,1971,10,1971-10,2132
“The Light Shineth”,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-light-shineth?lang=eng,1971-10-01,1971,10,1971-10,2145
“Thus Saith the Lord”,Theodore M. Burton,https://www.churchofjesuschrist.org/study/general-conference/1971/10/thus-saith-the-lord?lang=eng,1971-10-01,1971,10,1971-10,2478
Sustaining of General Authorities and Officers,,https://www.churchofjesuschrist.org/study/general-conference/1971/10/sustaining-of-general-authorities-and-officers?lang=eng,1971-10-01,1971,10,1971-10,634
Sustaining of General Authorities and Officers,,https://www.churchofjesuschrist.org/study/general-conference/1971/10/sustaining-of-general-authorities-and-officers?lang=eng,1971-10-01,1971,10,1971-10,634
The Covenant of the Priesthood,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-covenant-of-the-priesthood?lang=eng,1972-04-01,1972,4,1972-04,1128
"Know Thyself, Control Thyself, Give Thyself",Paul H. Dunn,https://www.churchofjesuschrist.org/study/general-conference/1972/04/know-thyself-control-thyself-give-thyself?lang=eng,1972-04-01,1972,4,1972-04,2868
The Fullness of the Gospel in Each Man’s Language,J. Thomas Fyans,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-fullness-of-the-gospel-in-each-mans-language?lang=eng,1972-04-01,1972,4,1972-04,1540
The Aaronic Priesthood—A Sure Foundation,Victor L. Brown,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-aaronic-priesthood-a-sure-foundation?lang=eng,1972-04-01,1972,4,1972-04,2097
Eternal Keys and the Right to Preside,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1972/04/eternal-keys-and-the-right-to-preside?lang=eng,1972-04-01,1972,4,1972-04,890
Man’s Eternal Horizon,Joseph Anderson,https://www.churchofjesuschrist.org/study/general-conference/1972/04/mans-eternal-horizon?lang=eng,1972-04-01,1972,4,1972-04,2002
A Missionary and His Message,Hugh B. Brown,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-missionary-and-his-message?lang=eng,1972-04-01,1972,4,1972-04,789
A Teacher,Howard W. Hunter,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-teacher?lang=eng,1972-04-01,1972,4,1972-04,269
Be a Missionary—Always—Everywhere You Go!,William H. Bennett,https://www.churchofjesuschrist.org/study/general-conference/1972/04/be-a-missionary-always-everywhere-you-go?lang=eng,1972-04-01,1972,4,1972-04,2100
The Priesthood: A Royal Army,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-priesthood-a-royal-army?lang=eng,1972-04-01,1972,4,1972-04,1572
Eternal Keys and the Right to Preside,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1972/04/eternal-keys-and-the-right-to-preside?lang=eng,1972-04-01,1972,4,1972-04,890
The Strength of the Priesthood,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-strength-of-the-priesthood?lang=eng,1972-04-01,1972,4,1972-04,2063
Why Stay Morally Clean,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/1972/04/why-stay-morally-clean?lang=eng,1972-04-01,1972,4,1972-04,2237
A Time of Decision,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-time-of-decision?lang=eng,1972-04-01,1972,4,1972-04,3244
Joy through Christ,Marion D. Hanks,https://www.churchofjesuschrist.org/study/general-conference/1972/04/joy-through-christ?lang=eng,1972-04-01,1972,4,1972-04,2807
A Foundation Whereon Men Cannot Fall,David B. Haight,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-foundation-whereon-men-cannot-fall?lang=eng,1972-04-01,1972,4,1972-04,1543
The Testimony of Jesus,Bruce R. McConkie,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-testimony-of-jesus?lang=eng,1972-04-01,1972,4,1972-04,1464
A Prophet’s Blessing,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-prophets-blessing?lang=eng,1972-04-01,1972,4,1972-04,424
The True Church,LeGrand Richards,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-true-church?lang=eng,1972-04-01,1972,4,1972-04,2801
The True Church,LeGrand Richards,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-true-church?lang=eng,1972-04-01,1972,4,1972-04,2801
Peace,Eldred G. Smith,https://www.churchofjesuschrist.org/study/general-conference/1972/04/peace?lang=eng,1972-04-01,1972,4,1972-04,1710
Priesthood—Its Power and Vitality,A. Theodore Tuttle,https://www.churchofjesuschrist.org/study/general-conference/1972/04/priesthood-its-power-and-vitality?lang=eng,1972-04-01,1972,4,1972-04,1869
Knowing God,Bernard P. Brockbank,https://www.churchofjesuschrist.org/study/general-conference/1972/04/knowing-god?lang=eng,1972-04-01,1972,4,1972-04,2725
Medicine for the Soul,Sterling W. Sill,https://www.churchofjesuschrist.org/study/general-conference/1972/04/medicine-for-the-soul?lang=eng,1972-04-01,1972,4,1972-04,1674
Salvation and Exaltation,Theodore M. Burton,https://www.churchofjesuschrist.org/study/general-conference/1972/04/salvation-and-exaltation?lang=eng,1972-04-01,1972,4,1972-04,1704
A Time of Decision,Harold B. Lee,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-time-of-decision?lang=eng,1972-04-01,1972,4,1972-04,3244
Whence Cometh Our Peace?,John H. Vandenberg,https://www.churchofjesuschrist.org/study/general-conference/1972/04/whence-cometh-our-peace?lang=eng,1972-04-01,1972,4,1972-04,2399
Missionary Training Begins Early,S. Dilworth Young,https://www.churchofjesuschrist.org/study/general-conference/1972/04/missionary-training-begins-early?lang=eng,1972-04-01,1972,4,1972-04,1843
"What Will the Church Do for You, a Man?",Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1972/04/what-will-the-church-do-for-you-a-man?lang=eng,1972-04-01,1972,4,1972-04,2363
Am I My Brother’s Keeper?,Henry D. Taylor,https://www.churchofjesuschrist.org/study/general-conference/1972/04/am-i-my-brothers-keeper?lang=eng,1972-04-01,1972,4,1972-04,1377
The Annual Report of the Church,,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-annual-report-of-the-church?lang=eng,1972-04-01,1972,4,1972-04,329
The Annual Report of the Church,,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-annual-report-of-the-church?lang=eng,1972-04-01,1972,4,1972-04,329
Audit Report 1971,Wilford G. Edling,https://www.churchofjesuschrist.org/study/general-conference/1972/04/audit-report-1971?lang=eng,1972-04-01,1972,4,1972-04,334
Sustaining of General Authorities and Officers,,https://www.churchofjesuschrist.org/study/general-conference/1972/04/sustaining-of-general-authorities-and-officers?lang=eng,1972-04-01,1972,4,1972-04,762
Counsel to the Saints and to the World,Joseph Fielding Smith,https://www.churchofjesuschrist.org/study/general-conference/1972/04/counsel-to-the-saints-and-to-the-world?lang=eng,1972-04-01,1972,4,1972-04,1283
A People of Sound Judgment,Mark E. Petersen,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-people-of-sound-judgment?lang=eng,1972-04-01,1972,4,1972-04,2100
A Challenge to the Priesthood,Vaughn J. Featherstone,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-challenge-to-the-priesthood?lang=eng,1972-04-01,1972,4,1972-04,1200
Setting the Example in the Home,H. Burke Peterson,https://www.churchofjesuschrist.org/study/general-conference/1972/04/setting-the-example-in-the-home?lang=eng,1972-04-01,1972,4,1972-04,918
Keep the Lines of Communication Strong,Spencer W. Kimball,https://www.churchofjesuschrist.org/study/general-conference/1972/04/keep-the-lines-of-communication-strong?lang=eng,1972-04-01,1972,4,1972-04,2118
Courts of Love,Robert L. Simpson,https://www.churchofjesuschrist.org/study/general-conference/1972/04/courts-of-love?lang=eng,1972-04-01,1972,4,1972-04,2010
Courts of Love,Robert L. Simpson,https://www.churchofjesuschrist.org/study/general-conference/1972/04/courts-of-love?lang=eng,1972-04-01,1972,4,1972-04,2010
We Are Called of God,Loren C. Dunn,https://www.churchofjesuschrist.org/study/general-conference/1972/04/we-are-called-of-god?lang=eng,1972-04-01,1972,4,1972-04,1656
The Last Dispensation,Alvin R. Dyer,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-last-dispensation?lang=eng,1972-04-01,1972,4,1972-04,1874
The Miracle of Missionary Work,Milton R. Hunter,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-miracle-of-missionary-work?lang=eng,1972-04-01,1972,4,1972-04,2104
“Finishers Wanted”,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1972/04/finishers-wanted?lang=eng,1972-04-01,1972,4,1972-04,2267
The Importance of Prayer,Franklin D. Richards,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-importance-of-prayer?lang=eng,1972-04-01,1972,4,1972-04,1795
Our Witness to the World,Hartman Rector Jr.,https://www.churchofjesuschrist.org/study/general-conference/1972/04/our-witness-to-the-world?lang=eng,1972-04-01,1972,4,1972-04,1629
What Is Your Destination?,Marvin J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1972/04/what-is-your-destination?lang=eng,1972-04-01,1972,4,1972-04,2131
"What Will the Church Do for You, a Man?",Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1972/04/what-will-the-church-do-for-you-a-man?lang=eng,1972-04-01,1972,4,1972-04,2363
"“Judge Not, That Ye Be Not Judged”",N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1972/04/judge-not-that-ye-be-not-judged?lang=eng,1972-04-01,1972,4,1972-04,3072
Civic Standards for the Faithful Saints,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1972/04/civic-standards-for-the-faithful-saints?lang=eng,1972-04-01,1972,4,1972-04,2685
The Importance of a Personal Testimony,James A. Cullimore,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-importance-of-a-personal-testimony?lang=eng,1972-04-01,1972,4,1972-04,2330
Successful Parenthood—A Noteworthy Accomplishment,ElRay L. Christiansen,https://www.churchofjesuschrist.org/study/general-conference/1972/04/successful-parenthood-a-noteworthy-accomplishment?lang=eng,1972-04-01,1972,4,1972-04,1614
"“Judge Not, That Ye Be Not Judged”",N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1972/04/judge-not-that-ye-be-not-judged?lang=eng,1972-04-01,1972,4,1972-04,3072
