title,speaker,href,date,year,month,conference,word_count
We Serve That Which We Love,Marvin J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1981/04/we-serve-that-which-we-love?lang=eng,1981-04-01,1981,4,1981-04,2396
The Joseph Smith III Document and the Keys of the Kingdom,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1981/04/the-joseph-smith-iii-document-and-the-keys-of-the-kingdom?lang=eng,1981-04-01,1981,4,1981-04,2151
Fast Offerings: Fulfilling Our Responsibility to Others,Victor L. Brown,https://www.churchofjesuschrist.org/study/general-conference/1981/04/fast-offerings-fulfilling-our-responsibility-to-others?lang=eng,1981-04-01,1981,4,1981-04,2534
Great Things Required of Their Fathers,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1981/04/great-things-required-of-their-fathers?lang=eng,1981-04-01,1981,4,1981-04,2211
Great Things Required of Their Fathers,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1981/04/great-things-required-of-their-fathers?lang=eng,1981-04-01,1981,4,1981-04,2211
The Responsibility of Young Aaronic Priesthood Bearers,David B. Haight,https://www.churchofjesuschrist.org/study/general-conference/1981/04/the-responsibility-of-young-aaronic-priesthood-bearers?lang=eng,1981-04-01,1981,4,1981-04,2381
Light and Truth,Theodore M. Burton,https://www.churchofjesuschrist.org/study/general-conference/1981/04/light-and-truth?lang=eng,1981-04-01,1981,4,1981-04,1999
Gracias,Angel Abrea,https://www.churchofjesuschrist.org/study/general-conference/1981/04/gracias?lang=eng,1981-04-01,1981,4,1981-04,549
Building Bridges to Faith,Loren C. Dunn,https://www.churchofjesuschrist.org/study/general-conference/1981/04/building-bridges-to-faith?lang=eng,1981-04-01,1981,4,1981-04,2054
Call of the Prophets,LeGrand Richards,https://www.churchofjesuschrist.org/study/general-conference/1981/04/call-of-the-prophets?lang=eng,1981-04-01,1981,4,1981-04,2259
Love Extends beyond Convenience,J. Richard Clarke,https://www.churchofjesuschrist.org/study/general-conference/1981/10/love-extends-beyond-convenience?lang=eng,1981-10-01,1981,10,1981-10,3083
Follow the Prophets,Mark E. Petersen,https://www.churchofjesuschrist.org/study/general-conference/1981/10/follow-the-prophets?lang=eng,1981-10-01,1981,10,1981-10,2471
Follow the Prophets,Mark E. Petersen,https://www.churchofjesuschrist.org/study/general-conference/1981/10/follow-the-prophets?lang=eng,1981-10-01,1981,10,1981-10,2471
Opposition to the Work of God,Carlos E. Asay,https://www.churchofjesuschrist.org/study/general-conference/1981/10/opposition-to-the-work-of-god?lang=eng,1981-10-01,1981,10,1981-10,2026
“My Sheep Hear My Voice”,Yoshihiko Kikuchi,https://www.churchofjesuschrist.org/study/general-conference/1981/10/my-sheep-hear-my-voice?lang=eng,1981-10-01,1981,10,1981-10,1606
Teach “the Why”,Paul H. Dunn,https://www.churchofjesuschrist.org/study/general-conference/1981/10/teach-the-why?lang=eng,1981-10-01,1981,10,1981-10,1662
“My Specialty Is Mercy”,Marion D. Hanks,https://www.churchofjesuschrist.org/study/general-conference/1981/10/my-specialty-is-mercy?lang=eng,1981-10-01,1981,10,1981-10,1797
The Expanding Inheritance from Joseph Smith,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-expanding-inheritance-from-joseph-smith?lang=eng,1981-10-01,1981,10,1981-10,2433
“Remember Who You Are”,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1981/10/remember-who-you-are?lang=eng,1981-10-01,1981,10,1981-10,839
Love Extends beyond Convenience,J. Richard Clarke,https://www.churchofjesuschrist.org/study/general-conference/1981/10/love-extends-beyond-convenience?lang=eng,1981-10-01,1981,10,1981-10,3083
The Honored Place of Woman,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-honored-place-of-woman?lang=eng,1981-10-01,1981,10,1981-10,3052
Finding Joy by Serving Others,JoAnn Randall,https://www.churchofjesuschrist.org/study/general-conference/1981/10/finding-joy-by-serving-others?lang=eng,1981-10-01,1981,10,1981-10,1106
Being Strengthened through Service,Nyle Randall,https://www.churchofjesuschrist.org/study/general-conference/1981/10/being-strengthened-through-service?lang=eng,1981-10-01,1981,10,1981-10,1365
“Give with Wisdom That They May Receive with Dignity”,Marvin J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1981/10/give-with-wisdom-that-they-may-receive-with-dignity?lang=eng,1981-10-01,1981,10,1981-10,2880
Living Welfare Principles,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1981/10/living-welfare-principles?lang=eng,1981-10-01,1981,10,1981-10,1944
“Charity Never Faileth”,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1981/10/charity-never-faileth?lang=eng,1981-10-01,1981,10,1981-10,1578
“Charity Never Faileth”,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1981/10/charity-never-faileth?lang=eng,1981-10-01,1981,10,1981-10,1578
Relief Society in Times of Transition,Barbara B. Smith,https://www.churchofjesuschrist.org/study/general-conference/1981/10/relief-society-in-times-of-transition?lang=eng,1981-10-01,1981,10,1981-10,2619
An Opportunity for Continual Learning,Shirley W. Thomas,https://www.churchofjesuschrist.org/study/general-conference/1981/10/an-opportunity-for-continual-learning?lang=eng,1981-10-01,1981,10,1981-10,1213
Relief Society in Welfare,Marian R. Boyer,https://www.churchofjesuschrist.org/study/general-conference/1981/10/relief-society-in-welfare?lang=eng,1981-10-01,1981,10,1981-10,1538
Joseph Smith: Prophet to Our Generation,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1981/10/joseph-smith-prophet-to-our-generation?lang=eng,1981-10-01,1981,10,1981-10,2399
A Safe Place for Marriages and Families,Barbara B. Smith,https://www.churchofjesuschrist.org/study/general-conference/1981/10/a-safe-place-for-marriages-and-families?lang=eng,1981-10-01,1981,10,1981-10,2229
"To Follow or Not, That Is the Question",Charles A. Didier,https://www.churchofjesuschrist.org/study/general-conference/1981/10/to-follow-or-not-that-is-the-question?lang=eng,1981-10-01,1981,10,1981-10,2107
People to People,David B. Haight,https://www.churchofjesuschrist.org/study/general-conference/1981/10/people-to-people?lang=eng,1981-10-01,1981,10,1981-10,2502
“Except a Man Be Born Again”,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1981/10/except-a-man-be-born-again?lang=eng,1981-10-01,1981,10,1981-10,1742
Sanctification through Missionary Service,William R. Bradford,https://www.churchofjesuschrist.org/study/general-conference/1981/10/sanctification-through-missionary-service?lang=eng,1981-10-01,1981,10,1981-10,2195
The Sustaining of Church Officers,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-sustaining-of-church-officers?lang=eng,1981-10-01,1981,10,1981-10,157
The Sustaining of Church Officers,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-sustaining-of-church-officers?lang=eng,1981-10-01,1981,10,1981-10,157
Faith: The Essence of True Religion,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1981/10/faith-the-essence-of-true-religion?lang=eng,1981-10-01,1981,10,1981-10,3186
"“O, Divine Redeemer”",Neal A. Maxwell,https://www.churchofjesuschrist.org/study/general-conference/1981/10/o-divine-redeemer?lang=eng,1981-10-01,1981,10,1981-10,1960
The Plan for Happiness and Exaltation,Richard G. Scott,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-plan-for-happiness-and-exaltation?lang=eng,1981-10-01,1981,10,1981-10,1162
Conference Time,Howard W. Hunter,https://www.churchofjesuschrist.org/study/general-conference/1981/10/conference-time?lang=eng,1981-10-01,1981,10,1981-10,1556
“He Is Risen”,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1981/10/he-is-risen?lang=eng,1981-10-01,1981,10,1981-10,2451
“He Is Risen”,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1981/10/he-is-risen?lang=eng,1981-10-01,1981,10,1981-10,2451
The Light of the Gospel,Adney Y. Komatsu,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-light-of-the-gospel?lang=eng,1981-10-01,1981,10,1981-10,1601
Examples from the Life of a Prophet,Robert D. Hales,https://www.churchofjesuschrist.org/study/general-conference/1981/10/examples-from-the-life-of-a-prophet?lang=eng,1981-10-01,1981,10,1981-10,2006
The Strength of the Kingdom Is Within,Dean L. Larsen,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-strength-of-the-kingdom-is-within?lang=eng,1981-10-01,1981,10,1981-10,1676
“Be Ye Prepared”,LeGrand Richards,https://www.churchofjesuschrist.org/study/general-conference/1981/10/be-ye-prepared?lang=eng,1981-10-01,1981,10,1981-10,2266
The Aaronic Priesthood,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-aaronic-priesthood?lang=eng,1981-10-01,1981,10,1981-10,2794
The Aaronic Priesthood,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-aaronic-priesthood?lang=eng,1981-10-01,1981,10,1981-10,2794
The Ministry of the Aaronic Priesthood Holder,H. Burke Peterson,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-ministry-of-the-aaronic-priesthood-holder?lang=eng,1981-10-01,1981,10,1981-10,2292
"When Ye Are Prepared, Ye Shall Not Fear",L. Tom Perry,https://www.churchofjesuschrist.org/study/general-conference/1981/10/when-ye-are-prepared-ye-shall-not-fear?lang=eng,1981-10-01,1981,10,1981-10,2285
Four B’s for Boys,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1981/10/four-bs-for-boys?lang=eng,1981-10-01,1981,10,1981-10,2510
The Perfect Law of Liberty,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-perfect-law-of-liberty?lang=eng,1981-10-01,1981,10,1981-10,2300
“Who Hath Believed Our Report?”,Bruce R. McConkie,https://www.churchofjesuschrist.org/study/general-conference/1981/10/who-hath-believed-our-report?lang=eng,1981-10-01,1981,10,1981-10,2366
“Who Hath Believed Our Report?”,Bruce R. McConkie,https://www.churchofjesuschrist.org/study/general-conference/1981/10/who-hath-believed-our-report?lang=eng,1981-10-01,1981,10,1981-10,2366
The “Little Things” and Eternal Life,Angel Abrea,https://www.churchofjesuschrist.org/study/general-conference/1981/10/the-little-things-and-eternal-life?lang=eng,1981-10-01,1981,10,1981-10,1786
The First and the Last Words,A. Theodore Tuttle,https://www.churchofjesuschrist.org/study/general-conference/1982/04/the-first-and-the-last-words?lang=eng,1982-04-01,1982,4,1982-04,1461
Love Is the Power That Will Cure the Family,F. Enzio Busche,https://www.churchofjesuschrist.org/study/general-conference/1982/04/love-is-the-power-that-will-cure-the-family?lang=eng,1982-04-01,1982,4,1982-04,1545
The Future History of the Church,G. Homer Durham,https://www.churchofjesuschrist.org/study/general-conference/1982/04/the-future-history-of-the-church?lang=eng,1982-04-01,1982,4,1982-04,1445
Valiant in the Testimony of Jesus,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1982/04/valiant-in-the-testimony-of-jesus?lang=eng,1982-04-01,1982,4,1982-04,1933
Let Us Go Up to the House of God,L. Tom Perry,https://www.churchofjesuschrist.org/study/general-conference/1982/04/let-us-go-up-to-the-house-of-god?lang=eng,1982-04-01,1982,4,1982-04,2195
“Even As I Am”,Mark E. Petersen,https://www.churchofjesuschrist.org/study/general-conference/1982/04/even-as-i-am?lang=eng,1982-04-01,1982,4,1982-04,2329
Sustaining of Church Officers,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1982/04/sustaining-of-church-officers?lang=eng,1982-04-01,1982,4,1982-04,54
Sailing Safely the Seas of Life,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1982/04/sailing-safely-the-seas-of-life?lang=eng,1982-04-01,1982,4,1982-04,1983
What Temples Are For,William Grant Bangerter,https://www.churchofjesuschrist.org/study/general-conference/1982/04/what-temples-are-for?lang=eng,1982-04-01,1982,4,1982-04,1556
Sustaining of Church Officers,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1982/04/sustaining-of-church-officers?lang=eng,1982-04-01,1982,4,1982-04,54
Jesus Is Our Savior,David B. Haight,https://www.churchofjesuschrist.org/study/general-conference/1982/04/jesus-is-our-savior?lang=eng,1982-04-01,1982,4,1982-04,2241
Hearts So Similar,Barbara B. Smith,https://www.churchofjesuschrist.org/study/general-conference/1982/04/hearts-so-similar?lang=eng,1982-04-01,1982,4,1982-04,1592
The Lord Is at the Helm,Spencer W. Kimball,https://www.churchofjesuschrist.org/study/general-conference/1982/04/the-lord-is-at-the-helm?lang=eng,1982-04-01,1982,4,1982-04,112
The Value of Work,J. Richard Clarke,https://www.churchofjesuschrist.org/study/general-conference/1982/04/the-value-of-work?lang=eng,1982-04-01,1982,4,1982-04,2220
The Value of Work,J. Richard Clarke,https://www.churchofjesuschrist.org/study/general-conference/1982/04/the-value-of-work?lang=eng,1982-04-01,1982,4,1982-04,2220
"“Her Children Arise Up, and Call Her Blessed”",Barbara B. Smith,https://www.churchofjesuschrist.org/study/general-conference/1982/04/her-children-arise-up-and-call-her-blessed?lang=eng,1982-04-01,1982,4,1982-04,2545
Employment Challenges in the 1980s,J. Thomas Fyans,https://www.churchofjesuschrist.org/study/general-conference/1982/04/employment-challenges-in-the-1980s?lang=eng,1982-04-01,1982,4,1982-04,1869
The Gospel—The Foundation for Our Career,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/1982/04/the-gospel-the-foundation-for-our-career?lang=eng,1982-04-01,1982,4,1982-04,2718
Work and Welfare: A Historical Perspective,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1982/04/work-and-welfare-a-historical-perspective?lang=eng,1982-04-01,1982,4,1982-04,2257
An Invitation to Grow,Dwan J. Young,https://www.churchofjesuschrist.org/study/general-conference/1982/04/an-invitation-to-grow?lang=eng,1982-04-01,1982,4,1982-04,1217
An Invitation to Grow,Dwan J. Young,https://www.churchofjesuschrist.org/study/general-conference/1982/04/an-invitation-to-grow?lang=eng,1982-04-01,1982,4,1982-04,1217
Reach for Joy,Elaine A. Cannon,https://www.churchofjesuschrist.org/study/general-conference/1982/04/reach-for-joy?lang=eng,1982-04-01,1982,4,1982-04,1507
Let Us Improve Ourselves,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1982/04/let-us-improve-ourselves?lang=eng,1982-04-01,1982,4,1982-04,527
The Power of Family Prayer,John H. Groberg,https://www.churchofjesuschrist.org/study/general-conference/1982/04/the-power-of-family-prayer?lang=eng,1982-04-01,1982,4,1982-04,2554
Tithing: An Opportunity to Prove Our Faithfulness,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1982/04/tithing-an-opportunity-to-prove-our-faithfulness?lang=eng,1982-04-01,1982,4,1982-04,2647
Five Million Members—A Milestone and Not a Summit,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1982/04/five-million-members-a-milestone-and-not-a-summit?lang=eng,1982-04-01,1982,4,1982-04,2663
"Integrity, the Mother of Many Virtues",James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1982/04/integrity-the-mother-of-many-virtues?lang=eng,1982-04-01,1982,4,1982-04,2421
Remember the Mission of the Church,Spencer W. Kimball,https://www.churchofjesuschrist.org/study/general-conference/1982/04/remember-the-mission-of-the-church?lang=eng,1982-04-01,1982,4,1982-04,1310
The Resurrection of Jesus,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1982/04/the-resurrection-of-jesus?lang=eng,1982-04-01,1982,4,1982-04,2723
“This Is No Harm”,Marvin J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1982/04/this-is-no-harm?lang=eng,1982-04-01,1982,4,1982-04,2516
Beginning Again,Hugh W. Pinnock,https://www.churchofjesuschrist.org/study/general-conference/1982/04/beginning-again?lang=eng,1982-04-01,1982,4,1982-04,1893
“We Believe in Being Honest”,Mark E. Petersen,https://www.churchofjesuschrist.org/study/general-conference/1982/04/we-believe-in-being-honest?lang=eng,1982-04-01,1982,4,1982-04,2483
Church Audit Committee Report,Wilford G. Edling,https://www.churchofjesuschrist.org/study/general-conference/1982/04/church-audit-committee-report?lang=eng,1982-04-01,1982,4,1982-04,456
Church Audit Committee Report,Wilford G. Edling,https://www.churchofjesuschrist.org/study/general-conference/1982/04/church-audit-committee-report?lang=eng,1982-04-01,1982,4,1982-04,456
Statistical Report 1981,Francis M. Gibbons,https://www.churchofjesuschrist.org/study/general-conference/1982/04/statistical-report-1981?lang=eng,1982-04-01,1982,4,1982-04,415
True Greatness,Howard W. Hunter,https://www.churchofjesuschrist.org/study/general-conference/1982/04/true-greatness?lang=eng,1982-04-01,1982,4,1982-04,1666
Remember the Mission of the Church,Spencer W. Kimball,https://www.churchofjesuschrist.org/study/general-conference/1982/04/remember-the-mission-of-the-church?lang=eng,1982-04-01,1982,4,1982-04,1310
Pondering Strengthens the Spiritual Life,Joseph B. Wirthlin,https://www.churchofjesuschrist.org/study/general-conference/1982/04/pondering-strengthens-the-spiritual-life?lang=eng,1982-04-01,1982,4,1982-04,1622
A Lasting Marriage,Robert L. Simpson,https://www.churchofjesuschrist.org/study/general-conference/1982/04/a-lasting-marriage?lang=eng,1982-04-01,1982,4,1982-04,1763
Priesthood,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1982/04/priesthood?lang=eng,1982-04-01,1982,4,1982-04,758
“A Brother Offended”,Neal A. Maxwell,https://www.churchofjesuschrist.org/study/general-conference/1982/04/a-brother-offended?lang=eng,1982-04-01,1982,4,1982-04,2453
Priesthood Activation,Victor L. Brown,https://www.churchofjesuschrist.org/study/general-conference/1982/04/priesthood-activation?lang=eng,1982-04-01,1982,4,1982-04,2349
Five Million Members—A Milestone and Not a Summit,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1982/04/five-million-members-a-milestone-and-not-a-summit?lang=eng,1982-04-01,1982,4,1982-04,2663
The Doctrine of the Priesthood,Bruce R. McConkie,https://www.churchofjesuschrist.org/study/general-conference/1982/04/the-doctrine-of-the-priesthood?lang=eng,1982-04-01,1982,4,1982-04,2313
What the Gospel Teaches,LeGrand Richards,https://www.churchofjesuschrist.org/study/general-conference/1982/04/what-the-gospel-teaches?lang=eng,1982-04-01,1982,4,1982-04,2735
God’s Love for Us Transcends Our Transgressions,Ronald E. Poelman,https://www.churchofjesuschrist.org/study/general-conference/1982/04/gods-love-for-us-transcends-our-transgressions?lang=eng,1982-04-01,1982,4,1982-04,1380
Spiritual Guides for Teachers of Righteousness,Gene R. Cook,https://www.churchofjesuschrist.org/study/general-conference/1982/04/spiritual-guides-for-teachers-of-righteousness?lang=eng,1982-04-01,1982,4,1982-04,1636
The Doctrine of the Priesthood,Bruce R. McConkie,https://www.churchofjesuschrist.org/study/general-conference/1982/04/the-doctrine-of-the-priesthood?lang=eng,1982-04-01,1982,4,1982-04,2313
“Be of Good Cheer”,Neal A. Maxwell,https://www.churchofjesuschrist.org/study/general-conference/1982/10/be-of-good-cheer?lang=eng,1982-10-01,1982,10,1982-10,2423
Scriptures,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/1982/10/scriptures?lang=eng,1982-10-01,1982,10,1982-10,2281
The Meaning of Maturity,Derek A. Cuthbert,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-meaning-of-maturity?lang=eng,1982-10-01,1982,10,1982-10,1996
Commitment to God,Howard W. Hunter,https://www.churchofjesuschrist.org/study/general-conference/1982/10/commitment-to-god?lang=eng,1982-10-01,1982,10,1982-10,1672
Fundamentals of Enduring Family Relationships,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1982/10/fundamentals-of-enduring-family-relationships?lang=eng,1982-10-01,1982,10,1982-10,1704
The Pearl of Great Price,J. Thomas Fyans,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-pearl-of-great-price?lang=eng,1982-10-01,1982,10,1982-10,886
Pure Religion,Marvin J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1982/10/pure-religion?lang=eng,1982-10-01,1982,10,1982-10,2459
Pure Religion,Marvin J. Ashton,https://www.churchofjesuschrist.org/study/general-conference/1982/10/pure-religion?lang=eng,1982-10-01,1982,10,1982-10,2459
"Be a Friend, a Servant, a Son of the Savior",Robert E. Wells,https://www.churchofjesuschrist.org/study/general-conference/1982/10/be-a-friend-a-servant-a-son-of-the-savior?lang=eng,1982-10-01,1982,10,1982-10,1746
Preparation for Tomorrow,Victor L. Brown,https://www.churchofjesuschrist.org/study/general-conference/1982/10/preparation-for-tomorrow?lang=eng,1982-10-01,1982,10,1982-10,2627
"“Behold My Beloved Son, in Whom I Am Well Pleased”",George P. Lee,https://www.churchofjesuschrist.org/study/general-conference/1982/10/behold-my-beloved-son-in-whom-i-am-well-pleased?lang=eng,1982-10-01,1982,10,1982-10,2113
Reach Out in Love and Kindness,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1982/10/reach-out-in-love-and-kindness?lang=eng,1982-10-01,1982,10,1982-10,1661
Let Us Do As We Have Been Counseled,N. Eldon Tanner,https://www.churchofjesuschrist.org/study/general-conference/1982/10/let-us-do-as-we-have-been-counseled?lang=eng,1982-10-01,1982,10,1982-10,491
Preparation for Tomorrow,Victor L. Brown,https://www.churchofjesuschrist.org/study/general-conference/1982/10/preparation-for-tomorrow?lang=eng,1982-10-01,1982,10,1982-10,2627
Application of Welfare Principles in the Home: A Key to Many Family Problems,Barbara B. Smith,https://www.churchofjesuschrist.org/study/general-conference/1982/10/application-of-welfare-principles-in-the-home-a-key-to-many-family-problems?lang=eng,1982-10-01,1982,10,1982-10,2270
The Blessings of Family Work Projects,Dean Jarman,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-blessings-of-family-work-projects?lang=eng,1982-10-01,1982,10,1982-10,1707
The Blessings We Receive As We Meet the Challenges of Economic Stress,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-blessings-we-receive-as-we-meet-the-challenges-of-economic-stress?lang=eng,1982-10-01,1982,10,1982-10,2728
The Celestial Nature of Self-reliance,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-celestial-nature-of-self-reliance?lang=eng,1982-10-01,1982,10,1982-10,2446
Gratitude and Thanksgiving,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1982/10/gratitude-and-thanksgiving?lang=eng,1982-10-01,1982,10,1982-10,1989
“However Faint the Light May Glow”,Vaughn J. Featherstone,https://www.churchofjesuschrist.org/study/general-conference/1982/10/however-faint-the-light-may-glow?lang=eng,1982-10-01,1982,10,1982-10,2211
Gratitude and Thanksgiving,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1982/10/gratitude-and-thanksgiving?lang=eng,1982-10-01,1982,10,1982-10,1989
Prepare the Heart of Your Son,H. Burke Peterson,https://www.churchofjesuschrist.org/study/general-conference/1982/10/prepare-the-heart-of-your-son?lang=eng,1982-10-01,1982,10,1982-10,2063
The Priesthood of Aaron,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-priesthood-of-aaron?lang=eng,1982-10-01,1982,10,1982-10,2946
The Power of the Priesthood,Marion G. Romney,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-power-of-the-priesthood?lang=eng,1982-10-01,1982,10,1982-10,614
The Lord Expects Righteousness,Spencer W. Kimball,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-lord-expects-righteousness?lang=eng,1982-10-01,1982,10,1982-10,1919
What This Work Is All About,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1982/10/what-this-work-is-all-about?lang=eng,1982-10-01,1982,10,1982-10,3224
Love All,David B. Haight,https://www.churchofjesuschrist.org/study/general-conference/1982/10/love-all?lang=eng,1982-10-01,1982,10,1982-10,2165
“My Soul Delighteth in the Scriptures”,J. Richard Clarke,https://www.churchofjesuschrist.org/study/general-conference/1982/10/my-soul-delighteth-in-the-scriptures?lang=eng,1982-10-01,1982,10,1982-10,2203
Believers and Doers,Mark E. Petersen,https://www.churchofjesuschrist.org/study/general-conference/1982/10/believers-and-doers?lang=eng,1982-10-01,1982,10,1982-10,2125
The Sustaining of Church Officers,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-sustaining-of-church-officers?lang=eng,1982-10-01,1982,10,1982-10,55
The Sustaining of Church Officers,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-sustaining-of-church-officers?lang=eng,1982-10-01,1982,10,1982-10,55
"“Run, Boy, Run!”",Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1982/10/run-boy-run?lang=eng,1982-10-01,1982,10,1982-10,2178
The Lord Expects Righteousness,Spencer W. Kimball,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-lord-expects-righteousness?lang=eng,1982-10-01,1982,10,1982-10,1919
Faith—The Force of Life,Rex D. Pinegar,https://www.churchofjesuschrist.org/study/general-conference/1982/10/faith-the-force-of-life?lang=eng,1982-10-01,1982,10,1982-10,1905
Look to God,Rex C. Reeve,https://www.churchofjesuschrist.org/study/general-conference/1982/10/look-to-god?lang=eng,1982-10-01,1982,10,1982-10,1737
“For a Bishop Must Be Blameless”,L. Tom Perry,https://www.churchofjesuschrist.org/study/general-conference/1982/10/for-a-bishop-must-be-blameless?lang=eng,1982-10-01,1982,10,1982-10,2379
The Seven Christs,Bruce R. McConkie,https://www.churchofjesuschrist.org/study/general-conference/1982/10/the-seven-christs?lang=eng,1982-10-01,1982,10,1982-10,2099
Activating Young Men of the Aaronic Priesthood,C. Frederick Pingel,https://www.churchofjesuschrist.org/study/general-conference/1982/10/activating-young-men-of-the-aaronic-priesthood?lang=eng,1982-10-01,1982,10,1982-10,1511
Activating Young Men of the Aaronic Priesthood,C. Frederick Pingel,https://www.churchofjesuschrist.org/study/general-conference/1982/10/activating-young-men-of-the-aaronic-priesthood?lang=eng,1982-10-01,1982,10,1982-10,1511
How We Promote Activation,Michael Nicholas,https://www.churchofjesuschrist.org/study/general-conference/1982/10/how-we-promote-activation?lang=eng,1982-10-01,1982,10,1982-10,848
Revitalizing Aaronic Priesthood Quorums,Robert L. Backman,https://www.churchofjesuschrist.org/study/general-conference/1982/10/revitalizing-aaronic-priesthood-quorums?lang=eng,1982-10-01,1982,10,1982-10,2926
LDS Hymns—Worshiping with Song,Franklin D. Richards,https://www.churchofjesuschrist.org/study/general-conference/1982/10/lds-hymns-worshiping-with-song?lang=eng,1982-10-01,1982,10,1982-10,1718
“Anonymous”,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1983/04/anonymous?lang=eng,1983-04-01,1983,4,1983-04,2183
A Principle with a Promise,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1983/04/a-principle-with-a-promise?lang=eng,1983-04-01,1983,4,1983-04,1973
Enriching Family Life,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1983/04/enriching-family-life?lang=eng,1983-04-01,1983,4,1983-04,2440
Overpowering the Goliaths in Our Lives,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1983/04/overpowering-the-goliaths-in-our-lives?lang=eng,1983-04-01,1983,4,1983-04,2197
A Call to the Priesthood: “Feed My Sheep”,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1983/04/a-call-to-the-priesthood-feed-my-sheep?lang=eng,1983-04-01,1983,4,1983-04,2000
Repentance,F. Burton Howard,https://www.churchofjesuschrist.org/study/general-conference/1983/04/repentance?lang=eng,1983-04-01,1983,4,1983-04,2181
A Principle with a Promise,Ezra Taft Benson,https://www.churchofjesuschrist.org/study/general-conference/1983/04/a-principle-with-a-promise?lang=eng,1983-04-01,1983,4,1983-04,1973
